application_id,filing_year,tech_domain,applicant_type,country_origin,industry_sector,international_filing,prior_examination,commercial_potential,market_size_estimate,processing_fee_usd,number_of_claims,number_of_citations,complexity_level,examiner_load,novelty_score,grant_probability,office_action_count
PAT-2003-306,2022,iot,3,CHN,hardware,False,0,Yes,500.0,2575.0,11,5,2,Medium,Moderate,Medium,2
PAT-2003-307,2023,blockchain,3,USA,fintech,True,0,Yes,273.45,4806.2,14,7,1,Medium,Marginal,Low,3
PAT-2003-308,2022,quantum,1,KOR,hardware,False,1,No,6.28,3156.46,22,30,3,Medium,Breakthrough,High,4
PAT-2003-309,2021,iot,1,JPN,software,False,1,No,8.97,8189.32,17,31,2,Low,Moderate,Low,1
PAT-2003-310,2023,ai_ml,2,JPN,software,False,1,Yes,100.09,5242.58,19,42,3,Medium,Moderate,High,2
PAT-2003-311,2020,cybersecurity,3,USA,software,True,1,Yes,239.94,5990.04,24,19,1,High,Moderate,Medium,2
PAT-2003-312,2021,iot,4,IND,hardware,False,0,No,8.51,8205.35,26,13,2,High,Significant,Medium,6
PAT-2003-313,2023,cybersecurity,1,KOR,software,False,0,No,9.59,2415.79,28,12,2,High,Significant,High,7
PAT-2003-314,2023,cybersecurity,2,USA,software,False,1,No,17.09,5071.5,26,22,2,Medium,Significant,Very High,4
PAT-2003-315,2024,cybersecurity,2,DEU,software,True,0,Yes,12.98,894.78,22,11,1,Low,Moderate,Medium,3
PAT-2003-316,2021,quantum,2,JPN,hardware,True,1,Yes,40.27,9032.74,33,39,3,High,Marginal,Very Low,2
PAT-2003-317,2020,iot,3,GBR,telecom,True,1,Yes,53.97,1622.65,9,23,1,Medium,Significant,Medium,2
PAT-2003-318,2024,ai_ml,2,JPN,healthtech,True,1,No,52.6,5487.47,20,30,2,Medium,Moderate,High,1
PAT-2003-319,2021,iot,3,USA,telecom,False,0,Yes,313.37,824.24,10,7,2,Medium,Significant,Medium,1
PAT-2003-320,2021,quantum,2,USA,software,False,1,Yes,252.13,9274.82,41,42,3,Medium,Significant,High,3
PAT-2003-321,2021,iot,2,USA,software,True,0,No,30.83,8233.44,13,14,3,Low,Significant,High,4
PAT-2003-322,2022,cybersecurity,2,CHN,software,False,1,Yes,193.56,1348.34,27,38,1,Medium,Moderate,High,2
PAT-2003-323,2024,ai_ml,3,IND,healthtech,False,1,Yes,500.0,4156.3,45,42,2,High,Breakthrough,Very High,5
PAT-2003-324,2023,blockchain,3,GBR,telecom,False,0,Yes,500.0,4253.09,8,7,2,Medium,Marginal,Low,1
PAT-2003-325,2023,iot,4,RUS,healthtech,False,1,Yes,63.72,2725.45,12,21,1,Medium,Marginal,Low,3
PAT-2003-326,2021,blockchain,3,USA,fintech,True,0,Yes,59.82,8664.38,8,10,2,Medium,Marginal,Very Low,0
PAT-2003-327,2022,ai_ml,2,USA,software,True,1,No,205.23,9127.11,47,36,3,Medium,Marginal,Low,4
PAT-2003-328,2022,ai_ml,1,CHN,software,False,1,No,8.97,7457.31,16,43,2,High,Significant,High,3
PAT-2003-329,2020,quantum,3,USA,hardware,False,1,No,65.45,2387.93,31,46,2,Low,Moderate,Medium,1
PAT-2003-330,2021,blockchain,3,IND,fintech,True,0,Yes,210.49,1103.21,18,15,2,Low,Moderate,Low,3
PAT-2003-331,2021,ai_ml,2,USA,fintech,False,0,No,24.68,3477.49,20,16,3,Low,Moderate,Medium,3
PAT-2003-332,2020,ai_ml,2,USA,healthtech,False,1,Yes,56.02,1013.7,48,36,2,Low,Significant,Very High,2
PAT-2003-333,2022,blockchain,3,GBR,fintech,True,1,Yes,252.92,9749.73,5,31,3,Medium,Marginal,Low,3
PAT-2003-334,2023,ai_ml,2,CHN,software,False,1,No,185.17,7938.8,45,46,3,Low,Marginal,Low,6
PAT-2003-335,2020,iot,2,DEU,telecom,True,0,No,10.5,9258.58,25,11,2,Medium,Significant,Low,2
PAT-2003-336,2022,quantum,2,USA,software,False,1,Yes,440.53,4601.02,30,40,3,Medium,Marginal,Very Low,5
PAT-2003-337,2023,ai_ml,1,USA,software,False,0,Yes,146.16,6202.17,27,13,3,Medium,Breakthrough,High,5
PAT-2003-338,2023,iot,3,GBR,hardware,True,1,Yes,143.39,1981.17,12,16,2,Medium,Significant,Medium,2
PAT-2003-339,2023,ai_ml,1,DEU,software,False,1,Yes,113.07,7272.74,29,31,3,Low,Breakthrough,High,2
PAT-2003-340,2022,ai_ml,2,USA,healthtech,False,1,Yes,64.8,7582.54,42,55,2,Medium,Moderate,Low,2
PAT-2003-341,2023,cybersecurity,4,IND,software,False,0,No,77.96,6500.7,13,6,2,Low,Significant,High,4
PAT-2003-342,2021,iot,3,USA,hardware,False,0,Yes,164.66,7981.87,17,10,2,Low,Moderate,Low,2
PAT-2003-343,2022,cybersecurity,2,DEU,software,False,1,Yes,500.0,3132.44,14,29,2,Low,Moderate,Low,1
PAT-2003-344,2021,ai_ml,3,IND,software,False,1,Yes,193.41,9545.44,43,40,3,Low,Moderate,Low,4
PAT-2003-345,2022,ai_ml,1,DEU,software,False,0,Yes,484.75,9149.41,17,22,3,High,Moderate,Low,3
PAT-2003-346,2022,blockchain,3,USA,fintech,False,0,Yes,209.95,5097.94,16,12,1,Medium,Moderate,High,2
PAT-2003-347,2021,blockchain,3,USA,fintech,True,0,Yes,31.17,2463.0,15,5,3,Low,Significant,High,3
PAT-2003-348,2023,cybersecurity,4,USA,software,False,0,No,10.65,3507.51,19,9,2,Medium,Significant,Medium,3
PAT-2003-349,2021,ai_ml,1,CHN,healthtech,True,0,Yes,315.12,2163.06,28,15,2,Low,Significant,Medium,2
PAT-2003-350,2021,cybersecurity,2,CHN,software,False,0,Yes,52.74,4134.24,25,10,1,High,Marginal,Very Low,1
PAT-2003-351,2020,cybersecurity,2,DEU,fintech,True,1,Yes,52.89,1293.76,16,23,1,Medium,Marginal,Low,0
PAT-2003-352,2022,iot,1,CHN,hardware,False,1,Yes,167.14,9722.45,17,24,2,Low,Marginal,Very Low,1
PAT-2003-353,2021,ai_ml,1,CHN,software,False,1,Yes,57.22,6431.03,49,42,3,Low,Significant,Very High,5
PAT-2003-354,2022,iot,2,USA,hardware,True,1,Yes,11.2,1780.12,28,29,3,Medium,Marginal,Very Low,1
PAT-2003-355,2021,ai_ml,3,CHN,software,False,0,Yes,90.85,4228.88,39,10,2,Medium,Moderate,High,2
PAT-2003-356,2023,quantum,2,CHN,software,False,1,No,58.66,6330.87,30,34,3,High,Moderate,Medium,3
PAT-2003-357,2024,blockchain,3,RUS,fintech,True,1,Yes,153.32,4645.82,13,16,1,Low,Moderate,High,1
PAT-2003-358,2022,cybersecurity,2,DEU,software,True,1,Yes,23.6,5367.48,14,21,1,Medium,Moderate,Medium,2
PAT-2003-359,2023,iot,1,GBR,software,False,1,No,47.95,5298.95,13,25,3,Low,Moderate,Medium,4
PAT-2003-360,2024,iot,3,DEU,telecom,False,1,No,26.92,815.43,14,21,1,Low,Moderate,Medium,0
PAT-2003-361,2024,iot,1,DEU,software,False,1,No,33.78,7590.48,9,28,3,High,Moderate,Medium,2
PAT-2003-362,2023,iot,4,USA,hardware,False,1,No,56.22,655.89,22,22,2,Medium,Marginal,Very Low,2
PAT-2003-363,2024,cybersecurity,3,USA,software,True,0,No,31.98,8470.32,26,9,2,High,Moderate,High,3
PAT-2003-364,2024,ai_ml,3,IND,software,False,0,Yes,421.12,4796.47,49,12,2,Low,Breakthrough,Medium,3
PAT-2003-365,2023,cybersecurity,1,USA,telecom,False,1,No,52.32,5858.05,26,29,2,Low,Significant,High,2
PAT-2003-366,2022,quantum,2,USA,hardware,False,1,No,36.06,504.41,32,43,3,Low,Marginal,Low,3
PAT-2003-367,2020,cybersecurity,1,USA,software,True,1,No,53.02,9032.3,28,22,1,Low,Moderate,Low,2
PAT-2003-368,2020,blockchain,3,USA,fintech,False,0,Yes,500.0,3463.26,12,6,1,Low,Moderate,Low,0
PAT-2003-369,2022,quantum,2,CHN,hardware,True,1,Yes,154.31,1879.39,37,40,3,Medium,Moderate,Medium,3
PAT-2003-370,2022,ai_ml,1,USA,software,True,1,No,3.06,3393.09,30,27,3,Medium,Significant,Very High,2
PAT-2003-371,2022,quantum,2,USA,software,True,1,No,187.24,501.36,19,46,2,Medium,Marginal,Low,2
PAT-2003-372,2022,ai_ml,2,USA,software,True,1,Yes,37.12,9859.09,47,42,3,Medium,Moderate,Low,2
PAT-2003-373,2022,ai_ml,1,USA,software,True,1,Yes,64.95,5708.15,46,45,2,Low,Significant,Very High,1
PAT-2003-374,2023,blockchain,2,KOR,fintech,False,0,Yes,500.0,7003.79,14,12,1,Medium,Marginal,Very Low,3
PAT-2003-375,2020,ai_ml,2,JPN,software,False,1,Yes,123.3,3007.37,42,28,2,High,Moderate,Medium,3
PAT-2003-376,2021,blockchain,4,GBR,fintech,False,0,Yes,73.76,929.54,12,9,2,Medium,Marginal,Very Low,2
PAT-2003-377,2023,quantum,1,CHN,hardware,False,1,No,37.46,2788.64,37,36,2,Medium,Breakthrough,Very High,3
PAT-2003-378,2023,ai_ml,2,CHN,software,False,1,Yes,165.11,5605.26,36,28,2,Low,Moderate,Medium,2
PAT-2003-379,2024,iot,3,USA,telecom,False,1,No,8.04,3007.7,24,26,2,Medium,Moderate,Medium,1
PAT-2003-380,2024,ai_ml,1,GBR,healthtech,True,1,No,17.42,1760.97,32,31,3,Medium,Significant,Medium,4
PAT-2003-381,2024,quantum,1,DEU,hardware,True,1,No,121.64,4084.23,37,28,2,Low,Moderate,Medium,0
PAT-2003-382,2021,quantum,2,CHN,hardware,False,0,No,28.99,4075.64,43,18,3,Low,Marginal,Very Low,1
PAT-2003-383,2022,blockchain,3,RUS,software,True,1,No,26.89,588.68,11,15,2,Medium,Moderate,Medium,2
PAT-2003-384,2021,iot,3,DEU,hardware,False,1,Yes,73.44,1935.01,17,21,3,Medium,Significant,Very High,3
PAT-2003-385,2023,cybersecurity,3,RUS,software,True,0,No,23.22,9481.22,22,11,2,Medium,Significant,Medium,1
PAT-2003-386,2024,quantum,1,USA,hardware,False,1,No,133.81,5720.19,24,39,3,Medium,Breakthrough,High,4
PAT-2003-387,2021,blockchain,3,USA,fintech,True,1,Yes,192.58,8631.26,17,29,2,Low,Moderate,Medium,0
PAT-2003-388,2022,blockchain,2,USA,fintech,True,1,Yes,102.85,6785.66,7,26,2,Medium,Moderate,Medium,1
PAT-2003-389,2021,quantum,1,CHN,software,False,0,Yes,27.12,7824.84,28,18,2,High,Significant,Low,3
PAT-2003-390,2021,ai_ml,3,GBR,software,False,1,Yes,42.63,9884.81,40,30,3,Low,Significant,Very High,6
PAT-2003-391,2021,quantum,1,KOR,software,False,1,No,10.52,9399.07,31,42,3,Low,Breakthrough,Medium,5
PAT-2003-392,2020,ai_ml,2,JPN,software,True,0,Yes,53.38,530.24,23,12,3,Medium,Moderate,Medium,4
PAT-2003-393,2024,quantum,2,JPN,software,False,1,No,9.95,4456.3,35,36,2,Low,Moderate,High,0
PAT-2003-394,2022,ai_ml,1,DEU,software,True,1,No,15.48,4212.33,41,48,2,Medium,Significant,High,1
PAT-2003-395,2023,ai_ml,3,USA,healthtech,False,0,Yes,93.29,856.12,26,18,2,Medium,Moderate,Low,2
PAT-2003-396,2023,cybersecurity,2,CHN,software,False,0,No,21.51,4813.9,17,6,3,High,Marginal,Very Low,6
PAT-2003-397,2021,cybersecurity,2,KOR,telecom,False,1,No,23.79,7772.94,8,30,2,High,Significant,Medium,4
PAT-2003-398,2021,cybersecurity,4,RUS,telecom,False,0,No,8.98,603.65,22,6,2,High,Moderate,Low,3
PAT-2003-399,2023,cybersecurity,3,GBR,software,False,0,Yes,171.45,6784.2,28,6,2,Medium,Significant,Medium,4
PAT-2003-400,2021,blockchain,3,USA,fintech,True,0,Yes,31.62,8523.96,9,9,3,Medium,Marginal,Low,6
PAT-2004-001,2024,ai_ml,1,USA,software,True,1,Yes,33.92,2926.39,46,24,3,Low,Significant,Medium,3
PAT-2004-002,2020,ai_ml,1,GBR,software,True,1,No,75.53,3277.89,20,40,3,Medium,Breakthrough,Medium,3
PAT-2004-003,2023,iot,1,GBR,healthtech,True,1,Yes,500.0,9439.79,14,31,1,Medium,Moderate,High,3
PAT-2004-004,2023,ai_ml,3,RUS,hardware,True,0,Yes,30.93,4186.11,43,10,2,High,Significant,Low,2
PAT-2004-005,2021,cybersecurity,3,CHN,fintech,False,1,Yes,15.0,7756.65,16,14,2,Low,Moderate,Medium,2
PAT-2004-006,2021,ai_ml,1,JPN,healthtech,True,1,No,23.3,1758.82,42,27,3,Medium,Breakthrough,High,3
PAT-2004-007,2024,ai_ml,2,KOR,software,False,1,Yes,45.83,9790.59,22,34,3,High,Moderate,Low,5
PAT-2004-008,2021,ai_ml,2,CHN,healthtech,False,1,No,26.29,3628.04,24,51,3,High,Significant,High,5
PAT-2004-009,2022,ai_ml,3,RUS,healthtech,False,0,No,35.33,6995.49,27,15,3,Low,Moderate,Medium,2
PAT-2004-010,2022,ai_ml,3,USA,hardware,True,1,No,21.45,7883.83,44,30,3,Low,Moderate,Low,3
PAT-2004-011,2021,iot,1,DEU,hardware,True,1,No,156.48,2843.44,23,24,2,Low,Moderate,Medium,1
PAT-2004-012,2023,ai_ml,2,CHN,software,False,0,Yes,387.81,1623.98,46,13,3,Medium,Moderate,High,3
PAT-2004-013,2023,iot,3,DEU,hardware,False,1,Yes,20.74,2363.09,24,23,3,Medium,Moderate,Low,1
PAT-2004-014,2022,cybersecurity,3,USA,software,True,1,Yes,29.17,7062.47,10,18,2,High,Breakthrough,High,6
PAT-2004-015,2023,iot,1,DEU,software,True,1,Yes,252.82,6557.54,11,32,1,High,Significant,Medium,4
PAT-2004-016,2021,iot,3,RUS,telecom,True,1,Yes,336.54,8349.33,19,22,1,Medium,Moderate,Medium,0
PAT-2004-017,2020,blockchain,3,CHN,fintech,True,1,Yes,31.73,2556.44,7,28,1,Medium,Moderate,Low,1
PAT-2004-018,2022,ai_ml,1,USA,software,False,1,Yes,69.58,8787.62,18,40,3,Low,Significant,Medium,4
PAT-2004-019,2024,ai_ml,2,USA,fintech,False,1,Yes,231.27,7473.13,45,34,3,Low,Moderate,Low,3
PAT-2004-020,2020,cybersecurity,4,USA,software,False,1,No,21.08,8558.87,9,31,2,Low,Significant,High,3
PAT-2004-021,2021,iot,2,CHN,software,False,1,Yes,69.18,3886.74,15,24,3,Medium,Moderate,High,3
PAT-2004-022,2022,ai_ml,2,USA,software,True,1,Yes,7.03,8853.23,44,45,3,Medium,Significant,High,2
PAT-2004-023,2023,blockchain,2,CHN,fintech,False,1,Yes,79.45,5861.87,9,33,1,High,Marginal,Low,3
PAT-2004-024,2020,quantum,2,CHN,software,False,1,No,376.41,4842.06,36,34,2,Medium,Moderate,Medium,3
PAT-2004-025,2022,iot,1,GBR,hardware,False,1,No,3.87,7171.43,23,26,3,Low,Moderate,Low,4
PAT-2004-026,2023,iot,2,KOR,telecom,False,0,Yes,500.0,1078.78,16,13,1,Low,Moderate,Medium,2
PAT-2004-027,2022,cybersecurity,1,CHN,telecom,True,1,Yes,176.25,3240.95,16,23,1,High,Moderate,High,4
PAT-2004-028,2021,iot,4,IND,hardware,False,1,Yes,153.47,4458.44,25,20,1,Medium,Moderate,Medium,2
PAT-2004-029,2021,iot,2,USA,hardware,False,1,Yes,284.98,8648.77,9,26,3,Medium,Moderate,Medium,1
PAT-2004-030,2022,ai_ml,2,JPN,software,False,0,Yes,500.0,1555.54,25,25,3,Low,Moderate,High,2
PAT-2004-031,2022,ai_ml,2,JPN,healthtech,False,1,Yes,127.03,5267.58,16,33,2,Medium,Significant,Very High,2
PAT-2004-032,2024,cybersecurity,2,CHN,software,False,1,No,19.81,6403.59,26,31,2,Low,Marginal,Very Low,4
PAT-2004-033,2023,iot,2,USA,hardware,True,1,Yes,74.18,4418.79,24,19,2,Medium,Moderate,Medium,4
PAT-2004-034,2023,blockchain,2,USA,telecom,True,0,Yes,101.14,4509.31,15,6,1,Medium,Moderate,Medium,1
PAT-2004-035,2024,iot,3,USA,healthtech,True,1,Yes,9.53,7974.46,12,25,2,Medium,Moderate,Medium,0
PAT-2004-036,2022,ai_ml,1,CHN,fintech,False,1,Yes,303.17,3735.52,20,40,3,Medium,Moderate,Medium,2
PAT-2004-037,2022,quantum,2,USA,hardware,True,1,Yes,70.98,9279.07,30,36,2,Low,Marginal,Low,3
PAT-2004-038,2024,ai_ml,2,CHN,software,False,1,Yes,443.22,1435.31,44,46,3,High,Moderate,High,3
PAT-2004-039,2021,quantum,2,USA,hardware,True,1,No,151.67,4828.21,22,54,3,Medium,Marginal,Low,1
PAT-2004-040,2023,iot,2,KOR,telecom,False,0,Yes,78.11,7845.83,29,12,2,Low,Marginal,Very Low,1
PAT-2004-041,2023,ai_ml,2,JPN,software,True,1,Yes,148.52,5772.18,45,48,2,Medium,Moderate,High,1
PAT-2004-042,2020,ai_ml,1,CHN,software,False,1,No,12.12,9532.5,30,33,3,Medium,Significant,Very High,2
PAT-2004-043,2022,quantum,2,DEU,hardware,True,0,Yes,132.89,6784.9,49,18,2,Medium,Marginal,Low,1
PAT-2004-044,2021,ai_ml,1,DEU,software,True,1,Yes,63.74,3123.67,39,30,2,Medium,Breakthrough,Very High,2
PAT-2004-045,2021,ai_ml,1,KOR,fintech,False,1,No,156.09,6430.07,38,43,2,Medium,Significant,Medium,1
PAT-2004-046,2022,quantum,3,USA,hardware,True,0,Yes,143.84,5937.53,20,12,3,Medium,Significant,Low,3
PAT-2004-047,2021,blockchain,3,CHN,fintech,False,1,Yes,118.15,3517.47,16,27,1,Low,Marginal,Very Low,4
PAT-2004-048,2023,blockchain,2,USA,software,False,1,Yes,45.35,1497.53,5,19,1,Low,Marginal,Low,3
PAT-2004-049,2024,ai_ml,2,JPN,software,False,1,Yes,102.32,8805.18,27,40,3,Medium,Significant,Very High,7
PAT-2004-050,2023,cybersecurity,3,IND,software,False,0,Yes,500.0,2900.81,13,12,1,High,Moderate,Medium,3
PAT-2004-051,2021,ai_ml,1,CHN,software,False,1,No,5.71,5298.16,17,28,3,Low,Significant,Medium,3
PAT-2004-052,2021,ai_ml,3,IND,software,True,0,Yes,19.86,5772.55,33,13,3,Medium,Breakthrough,High,3
PAT-2004-053,2021,ai_ml,2,JPN,software,True,1,No,12.4,3690.14,30,33,3,Low,Significant,Very High,5
PAT-2004-054,2020,ai_ml,2,USA,software,True,1,Yes,129.83,622.2,50,37,3,Low,Moderate,Low,2
PAT-2004-055,2024,ai_ml,2,CHN,software,True,0,Yes,216.59,9808.36,39,18,3,Medium,Moderate,Low,5
PAT-2004-056,2022,ai_ml,1,CHN,software,False,1,Yes,296.99,2413.97,46,36,3,Medium,Breakthrough,Very High,3
PAT-2004-057,2021,ai_ml,3,IND,fintech,False,0,Yes,223.46,9640.39,15,13,2,Medium,Moderate,Medium,2
PAT-2004-058,2023,blockchain,3,RUS,fintech,False,1,No,6.71,2373.45,12,28,2,Low,Marginal,Low,2
PAT-2004-059,2022,cybersecurity,2,USA,software,True,1,Yes,249.02,5843.68,11,31,2,Low,Moderate,Medium,1
PAT-2004-060,2020,ai_ml,3,DEU,healthtech,False,0,Yes,81.86,3282.93,36,13,2,Low,Moderate,Medium,2
PAT-2004-061,2021,ai_ml,2,CHN,healthtech,True,1,No,30.22,3586.54,45,33,2,High,Moderate,Medium,3
PAT-2004-062,2023,cybersecurity,4,IND,telecom,False,0,No,30.52,9289.46,10,13,3,Low,Moderate,Medium,2
PAT-2004-063,2023,cybersecurity,2,DEU,software,False,1,Yes,49.86,5050.9,25,16,1,Medium,Marginal,Low,1
PAT-2004-064,2021,iot,2,KOR,hardware,False,0,Yes,345.07,829.83,23,8,2,Medium,Moderate,High,0
PAT-2004-065,2024,ai_ml,1,CHN,software,True,1,No,3.52,3923.85,50,27,2,Medium,Moderate,Low,2
PAT-2004-066,2024,blockchain,4,DEU,fintech,False,0,Yes,17.47,8211.54,7,9,1,Medium,Marginal,Low,2
PAT-2004-067,2023,ai_ml,3,GBR,fintech,True,0,Yes,319.13,5830.64,17,13,3,High,Significant,High,6
PAT-2004-068,2021,ai_ml,1,CHN,software,True,1,No,107.1,1166.84,26,31,3,High,Moderate,Low,3
PAT-2004-069,2020,blockchain,2,JPN,fintech,True,1,Yes,500.0,3307.78,10,32,2,Medium,Moderate,Medium,0
PAT-2004-070,2024,iot,3,GBR,hardware,False,1,Yes,71.84,8622.82,19,25,3,Medium,Significant,High,6
PAT-2004-071,2021,blockchain,3,GBR,software,True,1,No,71.57,3131.78,9,17,2,High,Marginal,Low,5
PAT-2004-072,2023,iot,2,DEU,software,False,1,No,248.74,2702.77,19,19,1,High,Moderate,High,3
PAT-2004-073,2023,ai_ml,2,CHN,healthtech,False,0,Yes,500.0,2977.22,38,6,3,Medium,Moderate,Medium,2
PAT-2004-074,2020,ai_ml,3,USA,hardware,True,0,No,4.41,8065.74,29,25,3,Low,Significant,Medium,2
PAT-2004-075,2023,quantum,3,IND,software,False,0,No,26.45,9378.83,43,16,2,Medium,Moderate,Medium,0
PAT-2004-076,2024,cybersecurity,3,DEU,telecom,False,1,Yes,212.55,621.34,13,20,3,Medium,Breakthrough,Very High,2
PAT-2004-077,2023,ai_ml,1,USA,software,True,1,No,40.26,4806.91,44,40,2,Medium,Moderate,High,3
PAT-2004-078,2022,iot,4,RUS,software,False,1,Yes,246.44,2280.41,29,32,2,Low,Moderate,Low,3
PAT-2004-079,2024,ai_ml,2,USA,fintech,False,1,No,14.27,1556.11,34,37,2,Low,Significant,High,2
PAT-2004-080,2022,ai_ml,2,CHN,software,True,1,No,7.75,3316.75,24,34,3,Medium,Significant,Medium,3
PAT-2004-081,2023,iot,1,USA,hardware,True,0,Yes,139.36,831.26,29,6,3,Medium,Moderate,High,3
PAT-2004-082,2023,ai_ml,2,USA,software,True,1,No,37.21,6940.58,18,37,2,Low,Significant,High,4
PAT-2004-083,2023,blockchain,2,CHN,telecom,True,1,Yes,500.0,3925.48,14,29,1,Low,Marginal,Low,3
PAT-2004-084,2021,blockchain,3,USA,fintech,False,0,No,56.91,8396.11,14,10,1,Medium,Marginal,Very Low,0
PAT-2004-085,2020,ai_ml,3,DEU,fintech,False,0,No,20.13,7126.08,36,16,3,Medium,Moderate,Medium,3
PAT-2004-086,2021,ai_ml,3,GBR,hardware,False,0,No,4.13,3780.44,23,24,2,Medium,Significant,High,1
PAT-2004-087,2022,ai_ml,1,JPN,fintech,False,1,Yes,406.52,7710.05,22,42,2,High,Breakthrough,Medium,4
PAT-2004-088,2022,cybersecurity,4,RUS,telecom,False,0,Yes,447.88,8500.44,25,15,3,High,Marginal,Very Low,6
PAT-2004-089,2022,iot,1,DEU,hardware,True,1,No,38.96,4562.62,16,15,3,Medium,Moderate,Medium,2
PAT-2004-090,2022,blockchain,3,GBR,fintech,False,1,Yes,43.51,7848.32,16,21,1,High,Marginal,Very Low,2
PAT-2004-091,2023,ai_ml,1,CHN,healthtech,True,0,Yes,294.08,9300.41,48,28,2,High,Moderate,High,1
PAT-2004-092,2024,iot,3,DEU,hardware,False,0,No,54.78,7127.5,21,12,1,High,Moderate,High,1
PAT-2004-093,2021,ai_ml,3,GBR,software,False,0,No,39.39,2421.6,43,13,3,Low,Moderate,Medium,1
PAT-2004-094,2023,iot,2,CHN,hardware,True,1,Yes,102.0,2753.64,14,29,2,Medium,Marginal,Low,2
PAT-2004-095,2023,quantum,1,USA,hardware,True,1,Yes,46.45,6865.84,46,39,3,Medium,Significant,High,6
PAT-2004-096,2022,blockchain,2,USA,software,False,1,No,12.39,2323.29,18,16,1,Low,Significant,High,3
PAT-2004-097,2021,ai_ml,2,CHN,healthtech,True,1,Yes,408.39,8006.12,21,52,3,Medium,Moderate,Medium,4
PAT-2004-098,2023,ai_ml,2,USA,software,True,1,No,6.45,5021.57,30,22,3,High,Marginal,Low,4
PAT-2004-099,2024,ai_ml,1,DEU,software,True,0,No,123.34,8684.72,48,10,3,High,Moderate,Medium,2
PAT-2004-100,2023,blockchain,3,GBR,telecom,False,0,Yes,91.98,3587.29,12,6,3,Medium,Marginal,Low,2
PAT-2004-101,2024,cybersecurity,2,CHN,software,False,1,Yes,94.87,7689.83,20,21,3,Medium,Moderate,Medium,2
PAT-2004-102,2024,ai_ml,2,JPN,healthtech,True,1,Yes,43.13,1340.52,18,43,3,Medium,Significant,High,3
PAT-2004-103,2022,iot,2,CHN,software,False,1,Yes,500.0,4462.52,14,25,1,High,Moderate,Low,2
PAT-2004-104,2023,iot,2,DEU,hardware,False,1,Yes,500.0,9185.68,8,24,3,Medium,Significant,High,3
PAT-2004-105,2022,ai_ml,2,CHN,software,False,0,Yes,17.56,541.21,43,15,3,Low,Marginal,Very Low,2
PAT-2004-106,2024,ai_ml,3,USA,software,False,1,No,5.83,4140.42,42,33,3,Medium,Marginal,Low,2
PAT-2004-107,2020,ai_ml,2,KOR,healthtech,False,1,Yes,34.99,4894.12,40,46,3,Low,Significant,Very High,5
PAT-2004-108,2022,iot,4,DEU,hardware,False,1,No,85.09,9845.58,13,20,2,Medium,Significant,High,3
PAT-2004-109,2024,blockchain,4,GBR,fintech,False,0,No,16.03,1330.75,19,7,2,Low,Marginal,Very Low,4
PAT-2004-110,2021,iot,3,USA,telecom,True,1,Yes,258.81,5391.6,21,28,1,Medium,Moderate,Low,3
PAT-2004-111,2023,cybersecurity,1,GBR,software,False,1,No,31.0,5622.08,13,28,3,Medium,Significant,High,5
PAT-2004-112,2022,quantum,2,USA,software,True,1,Yes,50.87,6470.76,25,40,2,High,Significant,High,2
PAT-2004-113,2024,cybersecurity,2,CHN,software,True,1,No,6.95,1457.22,18,19,1,Medium,Moderate,High,1
PAT-2004-114,2024,quantum,1,CHN,cybersecurity,False,1,No,4.96,7696.61,49,39,2,Low,Moderate,Medium,0
PAT-2004-115,2021,cybersecurity,2,JPN,software,True,1,Yes,343.5,3561.59,29,24,3,Medium,Marginal,Very Low,2
PAT-2004-116,2023,quantum,2,USA,hardware,True,0,No,82.22,732.95,37,19,2,Medium,Moderate,Low,1
PAT-2004-117,2021,iot,2,USA,hardware,True,0,Yes,44.63,7668.72,17,14,2,Medium,Breakthrough,Medium,4
PAT-2004-118,2023,quantum,1,CHN,cybersecurity,False,0,Yes,46.58,5183.57,44,6,2,Low,Breakthrough,Low,3
PAT-2004-119,2023,cybersecurity,2,DEU,software,True,1,Yes,131.75,7379.77,14,23,1,Medium,Moderate,Medium,6
PAT-2004-120,2023,blockchain,2,USA,fintech,True,1,Yes,105.18,9421.91,12,25,2,Low,Moderate,High,1
PAT-2004-121,2020,iot,2,KOR,telecom,True,1,Yes,138.51,7705.26,25,33,1,Low,Breakthrough,High,6
PAT-2004-122,2021,iot,3,IND,hardware,True,0,Yes,102.27,8606.63,19,2,2,Medium,Moderate,Medium,2
PAT-2004-123,2023,cybersecurity,3,USA,software,True,0,Yes,44.81,3455.14,19,13,2,Medium,Moderate,Medium,1
PAT-2004-124,2022,blockchain,3,USA,fintech,False,1,Yes,95.17,4971.74,15,25,1,Medium,Moderate,High,2
PAT-2004-125,2022,quantum,1,USA,cybersecurity,True,0,Yes,500.0,5417.67,20,6,2,Low,Breakthrough,Medium,2
PAT-2004-126,2020,quantum,3,IND,hardware,False,1,Yes,137.92,4180.87,31,45,2,High,Moderate,Medium,1
PAT-2004-127,2021,cybersecurity,3,USA,software,False,1,Yes,84.61,9935.91,16,26,2,Medium,Moderate,Low,1
PAT-2004-128,2024,ai_ml,1,CHN,hardware,False,1,No,31.23,2373.59,37,31,3,Medium,Breakthrough,Very High,7
PAT-2004-129,2020,iot,3,CHN,telecom,False,1,Yes,8.39,9667.0,10,23,1,Medium,Marginal,Low,2
