trademark_id,country_registration,mktu_class,industry,applicant_type,trademark_type,representative_firm,priority_claimed,examination_duration_days,mktu_classes_count,company_age_years,previous_applications,trademark_value_k,examination_count,similarity_percent,maintenance_fee_usd,use_before_registration_months,opposition_count
TM20240034,Россия,Класс 09,Туризм,Самозанятый,Комбинированный,Самостоятельно,True,78.0,4,1.6,3,8.33,2,17.2,586.99,60.4,0
TM20240035,Казахстан,Класс 05,Спорт,Иностранная компания,Словесный,ЮрФирма_BS,False,31.0,5,0.8,1,23.96,3,6.9,574.01,26.4,0
TM20240036,Россия,Класс 39,СМИ,ООО,Словесный,Не указано,True,91.0,5,7.1,2,1.79,4,,1123.02,,2
TM20240037,Австралия,Класс 15,Телекоммуникации,Индивидуальный предприниматель,Позиционный,ЮрФирма_AR,True,45.0,6,4.0,0,11.61,2,,643.06,81.4,1
TM20240038,Казахстан,Класс 07,Металлургия,ПАО,Цветовой,ЮрФирма_AM,True,107.0,2,0.6,4,3.77,2,31.0,653.42,95.5,0
TM20240039,Мексика,Класс 01,Телекоммуникации,Корпорация,Словесный,ЮрФирма_BO,True,79.0,2,1.1,0,125.24,1,0.9,1131.87,112.9,0
TM20240040,Казахстан,Класс 02,Здравоохранение,ПАО,Изобразительный,Не указано,True,48.0,2,4.7,2,1.04,4,19.8,1105.0,29.2,0
TM20240041,Франция,Класс 02,Металлургия,ООО,Изобразительный,Самостоятельно,False,92.0,4,4.9,1,3.77,5,16.0,518.4,21.3,0
TM20240042,Россия,Класс 07,Сельское хозяйство,Концерн,Объемный,Самостоятельно,True,71.0,5,5.6,4,9.49,2,51.0,1180.72,,1
TM20240043,Узбекистан,Класс 19,Деревообработка,АО,Словесный,ЮрФирма_BN,True,84.0,2,3.7,12,27.29,3,,473.73,15.6,0
TM20240044,Казахстан,Класс 05,Энергетика,ООО,Надпись,ЮрФирма_BD,False,67.0,2,2.8,2,8.37,3,11.3,1052.67,117.4,0
TM20240045,Россия,Класс 01,ИТ-услуги,Религиозная организация,Словесный,Не указано,True,88.0,2,3.1,3,244.56,2,8.0,618.63,,4
TM20240046,Россия,Класс 04,Научные исследования,ПАО,Девиз,ЮрФирма_BQ,True,56.0,2,4.1,11,3.62,4,45.3,1132.72,72.1,1
TM20240047,Россия,Класс 08,Реклама,ООО,Словесный,Самостоятельно,False,61.0,3,4.9,8,8.82,2,19.3,1013.58,59.4,0
TM20240048,Казахстан,Класс 45,Логистика,ООО,Изобразительный,Не указано,True,82.0,4,15.2,3,6.38,4,36.1,826.72,8.0,0
TM20240049,США,Класс 07,Напитки,ПАО,Словесный,Самостоятельно,True,107.0,2,0.7,3,33.08,3,18.3,773.46,100.3,0
TM20240050,Туркменистан,Класс 02,Телекоммуникации,АО,Словесный,ЮрФирма_AX,False,69.0,4,12.9,7,1.74,3,14.0,1015.86,67.5,0
TM20240051,Кыргызстан,Класс 17,Металлургия,Индивидуальный предприниматель,Буквы,ЮрФирма_BC,False,89.0,5,1.4,1,15.98,2,36.2,809.93,16.7,0
TM20240052,Беларусь,Класс 40,Консалтинг,Иностранная компания,Изобразительный,ЮрФирма_AC,True,87.0,4,3.2,0,29.65,3,20.4,752.84,118.4,0
TM20240053,Казахстан,Класс 31,Металлургия,Холдинг,Словесный,Не указано,False,105.0,4,5.7,0,49.53,4,33.8,916.53,,0
TM20240054,Мексика,Класс 34,Розничная торговля,Индивидуальный предприниматель,Аббревиатура,Не указано,True,51.0,4,1.6,2,7.59,3,66.8,1217.26,100.1,0
TM20240055,Австралия,Класс 41,Табачные изделия,ПАО,Словесный,ЮрФирма_BO,False,77.0,5,0.9,3,5.95,2,,575.2,115.8,0
TM20240056,Россия,Класс 21,Недвижимость,ПАО,Словесный,Не указано,True,75.0,6,1.9,1,3.73,3,33.1,803.63,100.8,0
TM20240057,ОАЭ,Класс 45,Розничная торговля,ООО,Словесный,ЮрФирма_AP,True,77.0,7,11.4,2,2.57,3,9.8,11374.11056577607,69.4,0
TM20240058,Казахстан,Класс 01,Косметика,ООО,Изобразительный,ЮрФирма_AE,False,58.0,4,13.4,5,65.1,4,21.9,857.73,0.9,0
TM20240059,Индия,Класс 34,Косметика,ООО,Эмблема,ЮрФирма_AN,True,70.0,3,4.3,14,7.91,3,36.8,1723.18,77.2,0
TM20240060,Саудовская Аравия,Класс 36,Ювелирные изделия,АО,Словесный,Не указано,False,95.0,4,1.8,9,3.91,2,16.1,1356.2,42.9,0
TM20240061,Китай,Класс 40,Бытовая техника,Муниципальное предприятие,Звуковой,ЮрФирма_AQ,True,51.0,4,6.2,1,15.76,3,12.9,822.22,12.2,1
TM20240062,Россия,Класс 10,Машиностроение,ЗАО,Словесный,ЮрФирма_AG,False,82.0,1,1.0,20,17.86,2,33.6,720.96,49.7,0
TM20240063,Беларусь,Класс 31,Розничная торговля,Физическое лицо,Словесный,,True,65.0,4,20.6,7,9.14,2,57.7,1205.15,75.6,4
TM20240064,Россия,Класс 03,Логистика,АО,Звуковой,ЮрФирма_BP,True,76.0,4,0.3,0,3.94,2,67.2,1649.2,67.6,3
TM20240065,Испания,Класс 18,Туризм,Холдинг,Световой,ЮрФирма_BX,True,64.0,3,1.3,2,155.18,2,34.3,707.18,22.6,2
TM20240066,Россия,Класс 06,Консалтинг,ПАО,Комбинированный,ЮрФирма_AX,True,95.0,1,0.7,2,4.59,3,53.4,1478.72,87.6,2
TM20240067,Кыргызстан,Класс 18,Машиностроение,Корпорация,Словесный,Не указано,True,49.0,3,6.2,3,24.32,3,9.8,1304.42,,0
TM20240068,Азербайджан,Класс 23,Рестораны,Фермерское хозяйство,Словесный,Не указано,False,76.0,3,7.1,9,3.75,3,34.0,718.38,85.1,0
TM20240069,Россия,Класс 06,Химическая промышленность,ЗАО,Звуковой,ЮрФирма_BD,False,97.0,6,2.1,0,3.71,3,0.8,7285.92777890348,72.1,1
TM20240070,Казахстан,Класс 04,Сельское хозяйство,ЗАО,Комбинированный,Не указано,True,78.0,2,11.7,1,15.97,2,38.0,1002.97,48.6,0
TM20240071,Армения,Класс 06,Спорт,Медицинское учреждение,Изобразительный,Не указано,True,54.0,5,0.8,3,5.8,2,,1167.94,12.4,0
TM20240072,Казахстан,Класс 22,Строительство,Научное учреждение,Словесный,Не указано,True,54.0,3,0.4,0,62.39,1,60.5,992.23,21.1,0
TM20240073,Россия,Класс 23,Здравоохранение,Физическое лицо,Световой,ЮрФирма_AF,False,76.0,2,13.9,7,10.97,1,67.4,481.17,13.0,2
TM20240074,Россия,Класс 28,Транспорт,Индивидуальный предприниматель,Словесный,Не указано,False,39.0,1,,3,9.98,2,20.6,750.94,79.3,0
TM20240075,Казахстан,Класс 02,Розничная торговля,Индивидуальный предприниматель,Комбинированный,Самостоятельно,True,83.0,2,4.1,10,10.9,2,53.2,1161.23,76.3,3
TM20240076,Армения,Класс 33,Программное обеспечение,АО,Объемный,,True,43.0,3,19.7,2,99.59,3,12.5,18598.792139216785,31.7,0
TM20240077,Беларусь,Класс 24,Страхование,Концерн,Словесный,Самостоятельно,True,49.0,3,0.1,7,17.58,2,29.5,862.93,69.3,0
TM20240078,Россия,Класс 01,Логистика,Индивидуальный предприниматель,Изобразительный,ЮрФирма_AY,True,114.0,4,0.3,8,4.51,4,30.1,832.03,109.8,0
TM20240079,Казахстан,Класс 06,Туризм,АО,Комбинированный,Самостоятельно,True,107.0,5,5.7,3,6.07,2,5.4,1393.98,55.2,0
TM20240080,Казахстан,Класс 10,Строительство,ПАО,Комбинированный,Самостоятельно,True,61.0,1,6.2,2,18.01,3,19.5,1628.04,85.0,0
TM20240081,Россия,Класс 07,Косметика,ООО,Мультимедийный,ЮрФирма_BX,False,99.0,4,4.5,1,26.57,2,44.0,1250.19,,0
TM20240082,Германия,Класс 02,Финансовые услуги,Концерн,Комбинированный,ЮрФирма_AC,True,54.0,3,7.7,3,47.1,2,36.1,948.86,91.1,1
TM20240083,Россия,Класс 03,Розничная торговля,ООО,Словесный,Не указано,True,83.0,2,1.3,2,6.28,1,10.4,1199.37,,1
TM20240084,Беларусь,Класс 01,Сельское хозяйство,Религиозная организация,Изобразительный,ЮрФирма_AO,True,102.0,4,2.6,4,13.87,1,15.3,1150.14,42.6,0
TM20240085,Узбекистан,Класс 02,Финансовые услуги,ООО,Комбинированный,Не указано,True,57.0,8,1.3,1,2.1,2,12.3,1200.38,0.8,0
TM20240086,Беларусь,Класс 05,Пищевая промышленность,ПАО,Изобразительный,Самостоятельно,False,43.0,3,3.5,8,31.6,3,30.5,1310.52,31.8,0
TM20240087,Армения,Класс 33,Фармацевтика,ПАО,Световой,ЮрФирма_AG,False,73.0,9,7.6,13,164.36,4,51.4,1172.57,0.8,1
TM20240088,Россия,Класс 13,Строительство,ООО,Словесный,Самостоятельно,True,56.0,2,4.7,4,15.78,3,14.7,1591.16,48.1,2
TM20240089,Россия,Класс 08,Мебель,АО,Словесный,Не указано,True,57.0,1,5.3,2,14.97,3,14.5,1094.33,45.8,4
TM20240090,Россия,Класс 22,Строительство,Религиозная организация,Словесный,Не указано,False,49.0,2,3.0,12,13.09,3,,791.0,75.4,1
TM20240091,Великобритания,Класс 14,Здравоохранение,ПАО,Речевой,ЮрФирма_AO,False,30.0,4,1.3,4,5.4,2,25.8,1300.63,17.3,0
TM20240092,Канада,Класс 02,Реклама,Индивидуальный предприниматель,Объемный,ЮрФирма_AR,False,59.0,6,,3,4.97,4,25.7,1030.21,40.2,0
TM20240093,Россия,Класс 04,Развлечения,Концерн,Комбинированный,,True,61.0,3,2.4,4,18.63,1,17.7,1155.63,100.6,0
TM20240094,Россия,Класс 04,Напитки,Индивидуальный предприниматель,Изобразительный,Самостоятельно,True,54.0,4,1.3,4,5.95,1,37.2,1254.66,,1
TM20240095,Россия,Класс 18,Розничная торговля,ЗАО,Эмблема,,True,48.0,5,3.2,6,5.13,4,10.9,13044.451807635895,53.8,1
TM20240096,Беларусь,Класс 09,Автомобильная,ЗАО,Тактильный,ЮрФирма_AG,True,92.0,2,0.8,6,8.22,4,16.9,496.12,31.6,0
TM20240097,Армения,Класс 07,Программное обеспечение,ЗАО,Изобразительный,ЮрФирма_BN,False,78.0,5,2.0,0,170.88,2,30.6,1166.27,30.4,1
TM20240098,Кыргызстан,Класс 15,СМИ,Индивидуальный предприниматель,Световой,Не указано,True,44.0,6,5.5,1,6.39,2,61.4,819.58,116.4,2
TM20240099,Украина,Класс 43,Образование,ООО,Логотип,ЮрФирма_BE,True,74.0,2,1.0,3,7.99,2,25.7,990.34,116.6,0
TM20240100,Россия,Класс 05,Фармацевтика,Индивидуальный предприниматель,Изобразительный,Самостоятельно,True,52.0,4,27.2,0,278.94,2,21.5,331.72,4.5,3
TM20240101,Кыргызстан,Класс 13,Электроника,АО,Изобразительный,ЮрФирма_AO,True,89.0,4,1.2,12,4.0,3,9.8,1243.18,26.6,0
TM20240102,Беларусь,Класс 10,СМИ,Иностранная компания,Комбинированный,Самостоятельно,False,55.0,4,0.1,3,19.0,3,34.9,10038.308934741755,106.2,0
TM20240103,Россия,Класс 26,Научные исследования,Иностранная компания,Изобразительный,Самостоятельно,True,95.0,7,2.5,5,107.56,1,39.0,1315.73,70.6,2
TM20240104,Украина,Класс 27,Деревообработка,Индивидуальный предприниматель,Световой,Не указано,True,93.0,5,5.4,1,12.43,3,30.2,1071.51,94.9,0
TM20240105,Россия,Класс 27,Телекоммуникации,Индивидуальный предприниматель,Комбинированный,Самостоятельно,False,80.0,2,2.7,6,6.83,1,18.9,706.07,54.3,0
TM20240106,США,Класс 03,Машиностроение,Холдинг,Словесный,ЮрФирма_AM,True,54.0,4,2.0,6,34.81,6,57.4,12524.885512711257,90.7,2
TM20240107,Германия,Класс 09,Бытовая техника,ПАО,Изобразительный,ЮрФирма_BO,True,64.0,6,6.9,0,16.96,2,24.9,1301.87,,1
TM20240108,Азербайджан,Класс 33,Розничная торговля,Общественная организация,Объемный,ЮрФирма_AA,True,66.0,3,4.2,1,3.5,3,10.9,1249.82,74.4,0
TM20240109,Беларусь,Класс 07,Спорт,ООО,Словесный,ЮрФирма_AY,True,72.0,4,6.0,11,3.62,3,31.1,1017.3,,0
TM20240110,Россия,Класс 44,Консалтинг,Индивидуальный предприниматель,Изобразительный,Не указано,True,97.0,3,3.9,8,4.85,4,28.4,975.58,97.1,1
TM20240111,Мексика,Класс 07,Логистика,АО,Словесный,ЮрФирма_BT,True,62.0,3,3.4,12,1.27,1,18.2,1301.73,109.7,0
TM20240112,Италия,Класс 11,Строительство,Иностранная компания,Голографический,Не указано,True,89.0,2,0.7,7,442.85,2,59.0,637.83,13.5,5
TM20240113,Беларусь,Класс 10,Бытовая техника,ЗАО,Словесный,ЮрФирма_AC,False,47.0,4,2.2,1,3.16,2,20.3,881.67,116.1,0
TM20240114,Великобритания,Класс 08,Оптовая торговля,Индивидуальный предприниматель,Словесный,Не указано,False,56.0,6,2.8,4,20.28,4,14.4,1413.44,71.0,0
TM20240115,Россия,Класс 35,Табачные изделия,Индивидуальный предприниматель,Обонятельный,Не указано,True,53.0,3,7.1,2,11.28,2,36.1,547.97,46.0,0
TM20240116,Беларусь,Класс 03,Деревообработка,Холдинг,Словесный,Самостоятельно,True,89.0,5,4.3,5,88.93,3,16.1,1244.08,91.0,0
TM20240117,Швейцария,Класс 16,Пищевая промышленность,ООО,Объемный,ЮрФирма_AL,True,103.0,3,2.2,14,33.88,3,17.8,711.91,60.6,0
TM20240118,Россия,Класс 19,Спорт,Холдинг,Изобразительный,Не указано,True,58.0,5,1.1,6,95.99,2,11.7,835.92,119.5,3
TM20240119,Казахстан,Класс 35,Программное обеспечение,ООО,Голографический,Не указано,True,54.0,3,3.2,4,188.18,4,23.6,948.14,61.1,1
TM20240120,ОАЭ,Класс 19,Строительство,ООО,Словесный,ЮрФирма_AU,True,65.0,5,2.4,1,29.45,2,,1094.68,103.1,0
TM20240121,Турция,Класс 43,ИТ-услуги,ООО,Словесный,Не указано,True,51.0,3,7.2,2,15.24,2,40.0,1022.45,,0
TM20240122,Польша,Класс 37,Оптовая торговля,Самозанятый,Словесный,Не указано,True,59.0,5,6.7,10,24.91,4,7.3,1150.55,73.1,0
TM20240123,Казахстан,Класс 06,Образование,Индивидуальный предприниматель,Этикетка,ЮрФирма_AU,True,65.0,3,0.5,7,9.69,2,19.0,1208.99,69.7,0
TM20240124,Вьетнам,Класс 36,Рестораны,Индивидуальный предприниматель,Голографический,ЮрФирма_BN,False,65.0,5,0.8,0,8.39,2,5.6,736.77,79.0,0
TM20240125,Россия,Класс 43,Реклама,Общественная организация,Словесный,ЮрФирма_BH,True,41.0,3,1.8,3,7.37,2,29.3,918.01,23.8,3
TM20240126,Беларусь,Класс 04,Финансовые услуги,Индивидуальный предприниматель,Словесный,ЮрФирма_BX,False,58.0,1,3.2,4,11.91,4,72.4,921.76,60.6,1
TM20240127,Казахстан,Класс 19,Туризм,ООО,Словесный,Не указано,True,111.0,8,4.2,1,6.03,2,28.0,1302.41,24.4,0
TM20240128,Турция,Класс 05,СМИ,ООО,Словесный,Не указано,True,43.0,4,3.6,5,4.15,3,54.4,900.3,9.1,0
TM20240129,Украина,Класс 21,ИТ-услуги,Холдинг,Словесный,ЮрФирма_AR,False,71.0,2,0.4,1,220.11,2,20.7,614.47,84.8,2
TM20240130,Япония,Класс 02,Деревообработка,АО,Тактильный,Самостоятельно,True,69.0,3,3.8,8,15.79,4,21.6,863.13,24.7,0
TM20240131,Армения,Класс 27,Консалтинг,Религиозная организация,Словесный,Самостоятельно,False,122.0,4,0.7,4,8.12,3,25.6,1311.63,86.4,0
TM20240132,Казахстан,Класс 08,Металлургия,Концерн,Анимационный,ЮрФирма_BT,True,71.0,7,7.8,1,13.19,1,15.5,1113.9,,0
TM20240133,Беларусь,Класс 17,Здравоохранение,ПАО,Словесный,Самостоятельно,True,108.0,3,12.5,2,15.95,2,,1144.38,64.9,0
TM20240134,Беларусь,Класс 01,Сельское хозяйство,ООО,Голографический,Самостоятельно,True,70.0,5,2.0,5,15.24,1,8.9,668.57,64.3,0
TM20240135,Россия,Класс 25,Строительство,Совместное предприятие,Изобразительный,ЮрФирма_BB,True,57.0,3,2.1,14,14.16,2,59.6,1417.9,55.6,1
TM20240136,Беларусь,Класс 11,Туризм,Ассоциация,Словесный,ЮрФирма_BI,False,71.0,3,0.4,5,14.73,2,21.0,1161.59,79.5,0
TM20240137,Нидерланды,Класс 20,Консалтинг,Общественная организация,Обонятельный,Не указано,True,46.0,4,4.3,11,11.31,5,36.6,1122.63,39.9,0
TM20240138,Китай,Класс 06,Программное обеспечение,Индивидуальный предприниматель,Словесный,ЮрФирма_BG,True,73.0,5,1.8,7,15.59,4,,897.35,92.8,1
TM20240139,Турция,Класс 02,Автомобильная,Холдинг,Речевой,ЮрФирма_BS,True,59.0,6,2.2,1,29.68,2,55.7,1446.16,116.0,3
TM20240140,Казахстан,Класс 09,Недвижимость,Холдинг,Световой,Не указано,True,58.0,1,0.7,4,46.45,3,44.4,564.97,68.0,0
TM20240141,Беларусь,Класс 42,Мебель,Медицинское учреждение,Аббревиатура,Не указано,True,92.0,4,0.6,4,17.31,1,37.7,529.33,,0
TM20240142,Россия,Класс 04,Рестораны,ООО,Голографический,Самостоятельно,True,63.0,5,9.1,4,6.09,3,8.0,817.04,69.7,2
TM20240143,Казахстан,Класс 23,Автомобильная,Филиал иностранной компании,Словесный,ЮрФирма_BE,False,37.0,2,2.6,1,19.62,2,47.4,15712.712216276805,82.1,0
TM20240144,Казахстан,Класс 01,Здравоохранение,Холдинг,Изобразительный,Самостоятельно,False,79.0,5,0.1,6,255.29,2,67.6,1000.91,38.2,0
TM20240145,Россия,Класс 26,Металлургия,Кооператив,Объемный,Самостоятельно,True,84.0,4,1.7,2,51.98,4,37.5,16409.126672361068,107.5,2
TM20240146,Россия,Класс 04,Страхование,Холдинг,Изобразительный,ЮрФирма_BP,False,128.0,3,0.1,2,114.66,2,42.6,1309.56,8.9,4
TM20240147,Кыргызстан,Класс 09,СМИ,Фонд,Комбинированный,ЮрФирма_AD,False,73.0,3,9.8,0,5.27,2,83.7,1014.97,35.7,0
TM20240148,Казахстан,Класс 07,Рестораны,АО,Словесный,,True,61.0,3,11.3,4,12.26,2,33.9,861.86,5.0,0
TM20240149,Казахстан,Класс 02,Энергетика,Индивидуальный предприниматель,Объемный,Самостоятельно,False,79.0,3,4.2,6,17.42,3,28.4,930.2,,0
TM20240150,Россия,Класс 06,Программное обеспечение,АО,Изобразительный,Не указано,True,47.0,7,1.1,2,33.21,2,28.1,6412.498239749142,8.2,0
TM20240151,Беларусь,Класс 06,Логистика,Муниципальное предприятие,Словесный,Самостоятельно,True,58.0,2,3.5,2,23.32,1,31.4,842.26,81.3,0
TM20240152,Казахстан,Класс 13,СМИ,Индивидуальный предприниматель,Слоган,ЮрФирма_AK,False,82.0,3,6.3,7,5.98,3,45.5,973.35,49.0,0
TM20240153,Казахстан,Класс 44,Табачные изделия,Иностранная компания,Цветовой,ЮрФирма_BE,True,64.0,2,0.9,1,74.65,2,62.7,845.83,4.8,2
TM20240154,Беларусь,Класс 10,Оптовая торговля,Самозанятый,Изобразительный,Самостоятельно,False,39.0,3,,5,3.94,3,38.4,1173.83,90.6,0
TM20240155,Россия,Класс 40,Автомобильная,Крестьянское хозяйство,Словесный,ЮрФирма_BT,False,62.0,6,1.1,4,21.07,2,41.0,1186.11,94.6,1
TM20240156,Украина,Класс 09,Химическая промышленность,Холдинг,Звуковой,ЮрФирма_AA,False,71.0,2,4.2,6,9.53,2,10.5,1297.45,32.1,0
TM20240157,Россия,Класс 02,Деревообработка,Совместное предприятие,Словесный,Не указано,True,63.0,2,0.1,1,8.54,1,27.3,967.28,34.1,2
TM20240158,Казахстан,Класс 04,Химическая промышленность,Индивидуальный предприниматель,Комбинированный,Не указано,True,41.0,2,2.3,2,6.01,4,,990.03,3.9,0
TM20240159,Россия,Класс 08,Реклама,ЗАО,Обонятельный,Не указано,True,31.0,3,0.2,7,16.8,3,55.1,672.91,73.7,2
TM20240160,Беларусь,Класс 06,Строительство,ПАО,Словесный,,True,86.0,1,5.6,0,6.38,1,6.6,522.08,67.1,0
TM20240161,Россия,Класс 36,Гостиничный бизнес,Филиал иностранной компании,Словесный,Не указано,False,83.0,4,4.6,3,24.29,1,4.4,889.45,79.9,0
TM20240162,Швейцария,Класс 23,Металлургия,ООО,Словесный,Самостоятельно,True,56.0,3,3.5,3,7.11,1,18.8,933.47,6.2,0
TM20240163,Казахстан,Класс 17,Сельское хозяйство,Индивидуальный предприниматель,Изобразительный,Самостоятельно,True,55.0,4,0.1,1,14.58,2,19.8,950.35,75.5,0
TM20240164,Армения,Класс 11,Косметика,Холдинг,Комбинированный,ЮрФирма_AH,False,61.0,4,,1,122.66,2,30.9,1306.57,30.9,4
TM20240165,Россия,Класс 07,Страхование,ЗАО,Словесный,ЮрФирма_AQ,True,88.0,4,0.5,13,12.22,3,31.4,619.81,42.9,0
TM20240166,Россия,Класс 19,Здравоохранение,Религиозная организация,Оформление,ЮрФирма_AX,False,71.0,1,7.2,16,13.82,3,23.0,525.52,105.2,0
TM20240167,Казахстан,Класс 02,Машиностроение,ЗАО,Звуковой,Не указано,True,39.0,3,1.4,3,2.52,3,22.6,487.08,79.5,0
TM20240168,Беларусь,Класс 03,Образование,Религиозная организация,Словесный,Самостоятельно,True,100.0,5,8.8,6,5.66,2,33.7,879.19,47.0,0
TM20240169,Казахстан,Класс 05,Автомобильная,ЗАО,Комбинированный,Не указано,True,71.0,4,2.2,1,6.02,4,22.6,1474.75,103.8,0
TM20240170,Саудовская Аравия,Класс 03,Металлургия,Филиал иностранной компании,Изобразительный,,True,52.0,6,3.3,1,15.23,3,14.2,1364.68,97.1,0
TM20240171,Китай,Класс 23,Программное обеспечение,Концерн,Изобразительный,ЮрФирма_AI,False,56.0,6,2.1,4,500.0,2,68.5,1314.95,,2
TM20240172,Вьетнам,Класс 01,Гостиничный бизнес,ООО,Комбинированный,ЮрФирма_BV,True,80.0,6,2.2,13,11.2,4,38.9,834.66,56.5,0
TM20240173,Россия,Класс 03,Здравоохранение,ООО,Словесный,ЮрФирма_AL,True,108.0,7,3.7,5,7.03,3,21.0,648.41,40.1,0
TM20240174,Испания,Класс 39,Электроника,Крестьянское хозяйство,Словесный,Не указано,False,72.0,1,0.4,3,9.14,1,31.3,1138.56,78.5,0
TM20240175,Беларусь,Класс 45,Строительство,ООО,Словесный,ЮрФирма_BB,True,92.0,3,0.7,1,11.43,3,55.2,1514.29,30.4,2
TM20240176,Армения,Класс 10,Образование,Холдинг,Словесный,ЮрФирма_AT,True,77.0,3,11.0,4,56.01,2,24.3,945.76,64.3,0
TM20240177,Малайзия,Класс 11,Энергетика,Индивидуальный предприниматель,Объемный,Самостоятельно,True,74.0,7,2.9,5,5.28,4,18.5,750.47,94.3,0
TM20240178,Кыргызстан,Класс 30,Транспорт,Корпорация,Иероглифы,Не указано,False,112.0,3,4.4,2,19.15,2,52.7,853.81,59.6,2
TM20240179,Чехия,Класс 01,Фармацевтика,ООО,Объемный,Самостоятельно,False,49.0,8,2.9,3,59.85,2,27.5,885.0,81.9,0
TM20240180,Германия,Класс 08,Строительство,ПАО,Аббревиатура,ЮрФирма_AD,True,62.0,2,5.9,11,3.58,1,36.7,1532.81,45.3,2
TM20240181,Россия,Класс 02,Металлургия,ПАО,Комбинированный,Самостоятельно,True,58.0,4,,3,10.27,2,46.5,18493.125351767078,100.0,0
TM20240182,Кыргызстан,Класс 08,Здравоохранение,ООО,Словесный,ЮрФирма_AD,False,68.0,6,14.9,6,5.39,3,35.2,1344.87,17.1,0
TM20240183,Казахстан,Класс 44,Телекоммуникации,ЗАО,Музыкальный,Самостоятельно,False,43.0,4,9.3,7,14.86,2,45.2,1201.58,83.6,0
TM20240184,Азербайджан,Класс 29,СМИ,Кооператив,Словесный,Самостоятельно,True,67.0,3,2.6,6,1.52,5,16.7,1177.4,84.0,0
TM20240185,Индия,Класс 44,Ювелирные изделия,Холдинг,Словесный,ЮрФирма_AU,False,55.0,2,0.2,8,27.15,4,28.7,1363.88,0.3,0
TM20240186,Россия,Класс 28,Финансовые услуги,Физическое лицо,Форма упаковки,ЮрФирма_BS,True,56.0,5,2.6,2,7.78,3,49.1,1387.67,39.7,1
TM20240187,Россия,Класс 19,Логистика,Филиал иностранной компании,Объемный,ЮрФирма_AA,True,95.0,4,20.2,9,10.27,2,10.1,926.87,86.5,0
TM20240188,Россия,Класс 29,Химическая промышленность,Иностранная компания,Знак,ЮрФирма_BC,False,53.0,2,2.5,9,65.83,2,26.7,667.02,4.0,1
TM20240189,Казахстан,Класс 22,Металлургия,ПАО,Словесный,Самостоятельно,False,122.0,2,0.4,2,19.59,2,24.9,932.63,12.1,0
TM20240190,Россия,Класс 09,Табачные изделия,Научное учреждение,Световой,ЮрФирма_BC,True,71.0,3,8.4,4,29.41,3,67.9,17139.50439103064,58.3,2
TM20240191,Германия,Класс 05,Автомобильная,ЗАО,Словесный,ЮрФирма_AE,False,33.0,4,1.1,4,12.93,2,4.8,1413.5,24.5,1
TM20240192,Беларусь,Класс 13,Сельское хозяйство,АО,Изобразительный,Самостоятельно,True,92.0,4,2.6,6,9.9,5,12.4,1134.42,71.7,0
TM20240193,Канада,Класс 04,Полиграфия,Общественная организация,Динамический,Самостоятельно,False,30.0,6,14.5,2,13.77,3,,506.86,40.9,0
TM20240194,Россия,Класс 10,СМИ,Научное учреждение,Изобразительный,Не указано,True,46.0,6,0.0,4,8.26,3,,766.0,96.0,1
TM20240195,Беларусь,Класс 02,Автомобильная,ЗАО,Объемный,Не указано,False,76.0,2,2.8,0,23.4,4,14.5,845.75,81.8,0
TM20240196,Россия,Класс 16,Мебель,Индивидуальный предприниматель,Тактильный,ЮрФирма_BX,True,63.0,4,4.7,0,8.66,4,18.2,1246.98,58.3,1
TM20240197,Польша,Класс 04,Телекоммуникации,Иностранная компания,Музыкальный,ЮрФирма_BO,True,83.0,2,6.3,3,50.31,3,0.5,844.08,58.6,0
TM20240198,Россия,Класс 05,Реклама,Концерн,Словесный,Самостоятельно,False,56.0,4,,10,13.33,2,13.9,1325.18,65.5,4
TM20240199,Россия,Класс 11,Туризм,АО,Словесный,Самостоятельно,True,56.0,5,1.8,0,5.26,3,7.6,656.64,21.7,0
TM20240200,Россия,Класс 03,Образование,Концерн,Эмблема,,True,59.0,1,1.3,4,30.66,2,35.5,416.88,29.2,3
TM20240201,Индия,Класс 43,СМИ,ПАО,Комбинированный,,False,77.0,3,0.5,5,2.69,1,9.9,1054.93,66.3,0
TM20240202,Россия,Класс 09,Деревообработка,ООО,Изобразительный,Самостоятельно,True,84.0,5,4.6,6,3.92,2,29.0,454.88,48.3,1
TM20240203,Армения,Класс 06,Химическая промышленность,Иностранная компания,Словесный,ЮрФирма_BE,False,47.0,5,0.2,4,182.46,2,60.4,926.11,13.0,4
TM20240204,Южная Корея,Класс 01,Полиграфия,АО,Словесный,Самостоятельно,True,97.0,8,2.5,11,33.06,1,33.8,17674.141661292633,16.0,0
TM20240205,Франция,Класс 35,Косметика,Филиал иностранной компании,Оформление,ЮрФирма_AP,True,120.0,3,3.3,3,44.03,3,5.4,1317.08,42.5,0
TM20240206,Россия,Класс 20,Машиностроение,Индивидуальный предприниматель,Изобразительный,Не указано,True,67.0,4,1.3,0,5.83,1,33.5,1231.9,44.4,1
TM20240207,Россия,Класс 08,Консалтинг,Муниципальное предприятие,Обонятельный,ЮрФирма_BI,True,73.0,1,14.9,1,8.39,2,29.6,644.66,102.7,1
TM20240208,Казахстан,Класс 04,Напитки,ООО,Словесный,Самостоятельно,True,55.0,3,3.9,7,11.6,1,19.9,686.65,104.5,0
